N	eps_T	eps_s	eps_Q
2	0.08197670687239003162	0.27868219541840671960	0.00022432318111921521
4	0.00924215772233985891	0.07527504083538714974	0.00000000053964410329
6	0.00333111322871555964	0.04265656380307899370	0.00000000000331896886
8	0.00170010209368977837	0.02968702121992165127	0.00000000000332054957
10	0.00102859496129411036	0.02275009980897284637	0.00000000000332283282
12	0.00068861039316778921	0.01843634788556857904	0.00000000000332353536
14	0.00049304802825821006	0.01549594396579277202	0.00000000000332335973
16	0.00037034294175732627	0.01336364028709447621	0.00000000000332511607
18	0.00028833400985006749	0.01174677144561528559	0.00000000000332511607
20	0.00023082960512589058	0.01047870034566131085	0.00000000000332529171
22	0.00018895733687673838	0.00945760123708424411	0.00000000000332476480
24	0.00015752497110179027	0.00861775379748577763	0.00000000000332423790
26	0.00013332978124053725	0.00791484830142785353	0.00000000000332511607
28	0.00011430923267975405	0.00731792561235674113	0.00000000000332423790
30	0.00009908642652195888	0.00680470241749025258	0.00000000000332371100
32	0.00008671372665245592	0.00635873176742758617	0.00000000000332511607
34	0.00007652163600026259	0.00596761007078819641	0.00000000000332458917
36	0.00006802628868951144	0.00562180671676473006	0.00000000000332476480
38	0.00006087094476107286	0.00531387791797256499	0.00000000000332511607
40	0.00005478791930736294	0.00503792527014207576	0.00000000000332546734
42	0.00004957317829293840	0.00478921455084053548	0.00000000000332529171
44	0.00004506900396900327	0.00456390203771840121	0.00000000000332494044
46	0.00004115192800382069	0.00435883455773994170	0.00000000000332511607
48	0.00003772417924325022	0.00417140109144653257	0.00000000000332476480
50	0.00003470752305908884	0.00399942106426094159	0.00000000000332564298
52	0.00003203875740523220	0.00384105916286797862	0.00000000000332616988
54	0.00002966637530881746	0.00369475960890665919	0.00000000000332511607
56	0.00002754806091432681	0.00355919489541052340	0.00000000000332581861
58	0.00002564878937066664	0.00343322540472209073	0.00000000000332564298
60	0.00002393936970056546	0.00331586730542154191	0.00000000000332529171
62	0.00002239531643599345	0.00320626681357515878	0.00000000000332546734
64	0.00002099596790335799	0.00310367939348566964	0.00000000000332564298
66	0.00001972379139964747	0.00300745282635295555	0.00000000000332599425
68	0.00001856383133679890	0.00291701333293478389	0.00000000000332581861
70	0.00001750326768693802	0.00283185412632978124	0.00000000000332616988
72	0.00001653106022376360	0.00275152591249385901	0.00000000000332616988
74	0.00001563766005573114	0.00267562896254122228	0.00000000000332634552
76	0.00001481477424657988	0.00260380646156748450	0.00000000000332669679
78	0.00001405517267863893	0.00253573890046713320	0.00000000000332318409
80	0.00001335252869086103	0.00247113932479966223	0.00000000000332423790
82	0.00001270128691968507	0.00240974929169835740	0.00000000000332388663
84	0.00001209655314991189	0.00235133541471358853	0.00000000000332353536
86	0.00001153400209630180	0.00229568639919169653	0.00000000000332388663
88	0.00001100979984417081	0.00224261048884279992	0.00000000000332476480
90	0.00001052053835977884	0.00219193325845245136	0.00000000000332406226
92	0.00001006317995077476	0.00214349569920333155	0.00000000000332511607
94	0.00000963501000483150	0.00209715255234159273	0.00000000000332423790
96	0.00000923359661755227	0.00205277085439238647	0.00000000000332476480
98	0.00000885675598154593	0.00201022866325242886	0.00000000000332458917
100	0.00000850252262407394	0.00196941393943966380	0.00000000000332581861
102	0.00000816912372486681	0.00193022356091891029	0.00000000000332494044
104	0.00000785495689692999	0.00189256245322325296	0.00000000000332529171
106	0.00000755857088833027	0.00185634281946591459	0.00000000000332546734
108	0.00000727864880030054	0.00182148345709353581	0.00000000000332511607
110	0.00000701399343245642	0.00178790915018731556	0.00000000000332564298
112	0.00000676351445601867	0.00175555012776257638	0.00000000000332511607
114	0.00000652621717090938	0.00172434157982316594	0.00000000000332529171
116	0.00000630119261383028	0.00169422322414442775	0.00000000000332546734
118	0.00000608760884186395	0.00166513891766913971	0.00000000000332564298
120	0.00000588470322527215	0.00163703630724246554	0.00000000000332581861
122	0.00000569177564323198	0.00160986651513434203	0.00000000000332476480
124	0.00000550818242285818	0.00158358385536099162	0.00000000000332616988
126	0.00000533333097180680	0.00155814557734151589	0.00000000000332704805
128	0.00000516667498871700	0.00153351163387849113	0.00000000000332634552
130	0.00000500771018808694	0.00150964447078782071	0.00000000000332599425
132	0.00000485597048513690	0.00148650883589055978	0.00000000000332687242
134	0.00000471102457286466	0.00146407160528771812	0.00000000000332546734
136	0.00000457247285405863	0.00144230162513517756	0.00000000000332599425
138	0.00000443994468488693	0.00142116956732905278	0.00000000000332669679
140	0.00000431309589282787	0.00140064779770116108	0.00000000000332634552
142	0.00000419160653961079	0.00138071025545230021	0.00000000000332669679
